lats,lons
17.45,-85.84
17.45,-85.8
17.5,-117.34
17.5,-117.3
17.5,-117.25
17.5,-117.2
17.5,-117.16
17.5,-117.12
17.5,-117.07
17.5,-117.03
17.5,-116.98
17.5,-116.94
17.5,-116.89
17.5,-116.84
17.5,-116.8
17.5,-116.76
17.5,-116.71
17.5,-116.67
17.5,-116.62
17.5,-116.58
17.5,-116.53
17.5,-116.48
17.5,-116.44
17.5,-116.4
17.5,-116.35
17.5,-116.31
17.5,-116.26
17.5,-116.22
17.5,-116.17
17.5,-116.12
17.5,-116.08
17.5,-116.03
17.5,-115.99
17.5,-115.95
17.5,-115.9
17.5,-115.86
17.5,-115.81
17.5,-115.77
17.5,-115.72
17.5,-115.67
17.5,-115.63
17.5,-115.59
17.5,-115.54
17.5,-115.5
17.5,-115.45
17.5,-115.41
17.5,-115.36
17.5,-115.31
17.5,-115.27
17.5,-115.23
17.5,-115.18
17.5,-115.14
17.5,-115.09
17.5,-115.05
17.5,-115.0
17.5,-114.95
17.5,-114.91
17.5,-114.87
17.5,-114.82
17.5,-114.78
17.5,-114.73
17.5,-114.69
17.5,-114.64
17.5,-114.59
17.5,-114.55
17.5,-114.51
17.5,-114.46
17.5,-114.42
17.5,-114.37
17.5,-114.33
17.5,-114.28
17.5,-114.23
17.5,-114.19
17.5,-114.15
17.5,-114.1
17.5,-114.06
17.5,-114.01
17.5,-113.97
17.5,-113.92
17.5,-113.88
17.5,-113.83
17.5,-113.78
17.5,-113.74
17.5,-113.7
17.5,-113.65
17.5,-113.61
17.5,-113.56
17.5,-113.52
17.5,-113.47
17.5,-113.42
17.5,-113.38
17.5,-113.34
17.5,-113.29
17.5,-113.25
17.5,-113.2
17.5,-113.16
17.5,-113.11
17.5,-113.06
17.5,-113.02
17.5,-112.98
17.5,-112.93
17.5,-112.89
17.5,-112.84
17.5,-112.8
17.5,-112.75
17.5,-112.7
17.5,-112.66
17.5,-112.62
17.5,-112.57
17.5,-112.53
17.5,-112.48
17.5,-112.44
17.5,-112.39
17.5,-112.34
17.5,-112.3
17.5,-112.26
17.5,-112.21
17.5,-112.17
17.5,-112.12
17.5,-112.08
17.5,-112.03
17.5,-111.98
17.5,-111.94
17.5,-111.9
17.5,-111.85
17.5,-111.81
17.5,-111.76
17.5,-111.72
17.5,-111.67
17.5,-111.62
17.5,-111.58
17.5,-111.53
17.5,-111.49
17.5,-111.45
17.5,-111.4
17.5,-111.36
17.5,-111.31
17.5,-111.27
17.5,-111.22
17.5,-111.17
17.5,-111.13
17.5,-111.09
17.5,-111.04
17.5,-111.0
17.5,-110.95
17.5,-110.91
17.5,-110.86
17.5,-110.81
17.5,-110.77
17.5,-110.73
17.5,-110.68
17.5,-110.64
17.5,-110.59
17.5,-110.55
17.5,-110.5
17.5,-110.45
17.5,-110.41
17.5,-110.37
17.5,-110.32
17.5,-110.28
17.5,-110.23
17.5,-110.19
17.5,-110.14
17.5,-110.09
17.5,-110.05
17.5,-110.01
17.5,-109.96
17.5,-109.92
17.5,-109.87
17.5,-109.83
17.5,-109.78
17.5,-109.73
17.5,-109.69
17.5,-109.65
17.5,-109.6
17.5,-109.56
17.5,-109.51
17.5,-109.47
17.5,-109.42
17.5,-109.38
17.5,-109.33
17.5,-109.28
17.5,-109.24
17.5,-109.2
17.5,-109.15
17.5,-109.11
17.5,-109.06
17.5,-109.02
17.5,-108.97
17.5,-108.93
17.5,-108.88
17.5,-108.84
17.5,-108.79
17.5,-108.75
17.5,-108.7
17.5,-108.66
17.5,-108.61
17.5,-108.56
17.5,-108.52
17.5,-108.48
17.5,-108.43
17.5,-108.39
17.5,-108.34
17.5,-108.3
17.5,-108.25
17.5,-108.2
17.5,-108.16
17.5,-108.12
17.5,-108.07
17.5,-108.03
17.5,-107.98
17.5,-107.94
17.5,-107.89
17.5,-107.84
17.5,-107.8
17.5,-107.76
17.5,-107.71
17.5,-107.67
17.5,-107.62
17.5,-107.58
17.5,-107.53
17.5,-107.48
17.5,-107.44
17.5,-107.4
17.5,-107.35
17.5,-107.31
17.5,-107.26
17.5,-107.22
17.5,-107.17
17.5,-107.12
17.5,-107.08
17.5,-107.03
17.5,-106.99
17.5,-106.95
17.5,-106.9
17.5,-106.86
17.5,-106.81
17.5,-106.77
17.5,-106.72
17.5,-106.68
17.5,-106.63
17.5,-106.59
17.5,-106.54
17.5,-106.5
17.5,-106.45
17.5,-106.41
17.5,-106.36
17.5,-106.31
17.5,-106.27
17.5,-106.23
17.5,-106.18
17.5,-106.14
17.5,-106.09
17.5,-106.05
17.5,-106.0
17.5,-105.95
17.5,-105.91
17.5,-105.87
17.5,-105.82
17.5,-105.78
17.5,-105.73
17.5,-105.69
17.5,-105.64
17.5,-105.59
17.5,-105.55
17.5,-105.51
17.5,-105.46
17.5,-105.42
17.5,-105.37
17.5,-105.33
17.5,-105.28
17.5,-105.23
17.5,-105.19
17.5,-105.15
17.5,-105.1
17.5,-105.06
17.5,-105.01
17.5,-104.97
17.5,-104.92
17.5,-104.88
17.5,-104.83
17.5,-104.78
17.5,-104.74
17.5,-104.7
17.5,-104.65
17.5,-104.61
17.5,-104.56
17.5,-104.52
17.5,-104.47
17.5,-104.43
17.5,-104.38
17.5,-104.34
17.5,-104.29
17.5,-104.25
17.5,-104.2
17.5,-104.16
17.5,-104.11
17.5,-104.06
17.5,-104.02
17.5,-103.98
17.5,-103.93
17.5,-103.89
17.5,-103.84
17.5,-103.8
17.5,-103.75
17.5,-103.7
17.5,-103.66
17.5,-103.62
17.5,-103.57
17.5,-103.53
17.5,-103.48
17.5,-103.44
17.5,-103.39
17.5,-103.34
17.5,-103.3
17.5,-103.26
17.5,-103.21
17.5,-103.17
17.5,-103.12
17.5,-103.08
17.5,-103.03
17.5,-102.98
17.5,-102.94
17.5,-102.9
17.5,-102.85
17.5,-102.81
17.5,-102.76
17.5,-102.72
17.5,-102.67
17.5,-102.62
17.5,-102.58
17.5,-102.53
17.5,-102.49
17.5,-102.45
17.5,-102.4
17.5,-102.36
17.5,-102.31
17.5,-102.27
17.5,-102.22
17.5,-102.18
17.5,-102.13
17.5,-102.09
17.5,-102.04
17.5,-102.0
17.5,-101.95
17.5,-101.91
17.5,-101.86
17.5,-101.81
17.5,-101.77
17.5,-101.73
17.5,-101.68
17.5,-101.64
17.5,-101.59
17.5,-101.55
17.5,-101.5
17.5,-101.45
17.5,-101.41
17.5,-101.37
17.5,-101.32
17.5,-101.28
17.5,-101.23
17.5,-101.19
17.5,-101.14
17.5,-101.09
17.5,-101.05
17.5,-101.0
17.5,-100.96
17.5,-100.92
17.5,-100.87
17.5,-100.83
17.5,-100.78
17.5,-100.73
17.5,-100.69
17.5,-100.65
17.5,-100.6
17.5,-100.56
17.5,-100.51
17.5,-100.47
17.5,-100.42
17.5,-100.38
17.5,-100.33
17.5,-100.28
17.5,-100.24
17.5,-100.2
17.5,-100.15
17.5,-100.11
17.5,-100.06
17.5,-100.02
17.5,-99.97
17.5,-99.93
17.5,-99.88
17.5,-99.84
17.5,-99.79
17.5,-99.75
17.5,-99.7
17.5,-99.66
17.5,-99.61
17.5,-99.56
17.5,-99.52
17.5,-99.48
17.5,-99.43
17.5,-99.39
17.5,-99.34
17.5,-99.3
17.5,-99.25
17.5,-99.21
17.5,-99.16
17.5,-99.12
17.5,-99.07
17.5,-99.03
17.5,-98.98
17.5,-98.94
17.5,-98.89
17.5,-98.84
17.5,-98.8
17.5,-98.75
17.5,-98.71
17.5,-98.67
17.5,-98.62
17.5,-98.58
17.5,-98.53
17.5,-98.48
17.5,-98.44
17.5,-98.4
17.5,-98.35
17.5,-98.31
17.5,-98.26
17.5,-98.22
17.5,-98.17
17.5,-98.12
17.5,-98.08
17.5,-98.03
17.5,-97.99
17.5,-97.95
17.5,-97.9
17.5,-97.86
17.5,-97.81
17.5,-97.77
17.5,-97.72
17.5,-97.68
17.5,-97.63
17.5,-97.59
17.5,-97.54
17.5,-97.5
17.5,-97.45
17.5,-97.41
17.5,-97.36
17.5,-97.31
17.5,-97.27
17.5,-97.23
17.5,-97.18
17.5,-97.14
17.5,-97.09
17.5,-97.05
17.5,-97.0
17.5,-96.96
17.5,-96.91
17.5,-96.87
17.5,-96.82
17.5,-96.78
17.5,-96.73
17.5,-96.69
17.5,-96.64
17.5,-96.59
17.5,-96.55
17.5,-96.5
17.5,-96.46
17.5,-96.42
17.5,-96.37
17.5,-96.33
17.5,-96.28
17.5,-96.23
17.5,-96.19
17.5,-96.15
17.5,-96.1
17.5,-96.06
17.5,-96.01
17.5,-95.97
17.5,-95.92
17.5,-95.88
17.5,-95.83
17.5,-95.78
17.5,-95.74
17.5,-95.7
17.5,-95.65
17.5,-95.61
17.5,-95.56
17.5,-95.52
17.5,-95.47
17.5,-95.43
17.5,-95.38
17.5,-95.34
17.5,-95.29
17.5,-95.25
17.5,-95.2
17.5,-95.16
17.5,-95.11
17.5,-95.06
17.5,-95.02
17.5,-94.98
17.5,-94.93
17.5,-94.89
17.5,-94.84
17.5,-94.8
17.5,-94.75
17.5,-94.71
17.5,-94.66
17.5,-94.62
17.5,-94.57
17.5,-94.53
17.5,-94.48
17.5,-94.44
17.5,-94.39
17.5,-94.34
17.5,-94.3
17.5,-94.25
17.5,-94.21
17.5,-94.17
17.5,-94.12
17.5,-94.08
17.5,-94.03
17.5,-93.98
17.5,-93.94
17.5,-93.9
17.5,-93.85
17.5,-93.81
17.5,-93.76
17.5,-93.72
17.5,-93.67
17.5,-93.62
17.5,-93.58
17.5,-93.53
17.5,-93.49
17.5,-93.45
17.5,-93.4
17.5,-93.36
17.5,-93.31
17.5,-93.27
17.5,-93.22
17.5,-93.18
17.5,-93.13
17.5,-93.09
17.5,-93.04
17.5,-93.0
17.5,-92.95
17.5,-92.91
17.5,-92.86
17.5,-92.81
17.5,-92.77
17.5,-92.73
17.5,-92.68
17.5,-92.64
17.5,-92.59
17.5,-92.55
17.5,-92.5
17.5,-92.46
17.5,-92.41
17.5,-92.37
17.5,-92.32
17.5,-92.28
17.5,-92.23
17.5,-92.19
17.5,-92.14
17.5,-92.09
17.5,-92.05
17.5,-92.01
17.5,-91.96
17.5,-91.92
17.5,-91.87
17.5,-91.83
17.5,-91.78
17.5,-91.73
17.5,-91.69
17.5,-91.65
17.5,-91.6
17.5,-91.56
17.5,-91.51
17.5,-91.47
17.5,-91.42
17.5,-91.38
17.5,-91.33
17.5,-91.28
17.5,-91.24
17.5,-91.2
17.5,-91.15
17.5,-91.11
17.5,-91.06
17.5,-91.02
17.5,-90.97
17.5,-90.93
17.5,-90.88
17.5,-90.84
17.5,-90.79
17.5,-90.75
17.5,-90.7
17.5,-90.66
17.5,-90.61
17.5,-90.56
17.5,-90.52
17.5,-90.48
17.5,-90.43
17.5,-90.39
17.5,-90.34
17.5,-90.3
17.5,-90.25
17.5,-90.21
17.5,-90.16
17.5,-90.12
17.5,-90.07
17.5,-90.03
17.5,-89.98
17.5,-89.94
17.5,-89.89
17.5,-89.84
17.5,-89.8
17.5,-89.76
17.5,-89.71
17.5,-89.67
17.5,-89.62
17.5,-89.58
17.5,-89.53
17.5,-89.48
17.5,-89.44
17.5,-89.4
17.5,-89.35
17.5,-89.31
17.5,-89.26
17.5,-89.22
17.5,-89.17
17.5,-89.12
17.5,-89.08
17.5,-89.03
17.5,-88.99
17.5,-88.95
17.5,-88.9
17.5,-88.86
17.5,-88.81
17.5,-88.77
17.5,-88.72
17.5,-88.68
17.5,-88.63
17.5,-88.59
17.5,-88.54
17.5,-88.5
17.5,-88.45
17.5,-88.41
17.5,-88.36
17.5,-88.31
17.5,-88.27
17.5,-88.23
17.5,-88.18
17.5,-88.14
17.5,-88.09
17.5,-88.05
17.5,-88.0
17.5,-87.96
17.5,-87.91
17.5,-87.87
17.5,-87.82
17.5,-87.78
17.5,-87.73
17.5,-87.69
17.5,-87.64
17.5,-87.59
17.5,-87.55
17.5,-87.51
17.5,-87.46
17.5,-87.42
17.5,-87.37
17.5,-87.33
17.5,-87.28
17.5,-87.23
17.5,-87.19
17.5,-87.15
17.5,-87.1
17.5,-87.06
17.5,-87.01
17.5,-86.97
17.5,-86.92
17.5,-86.88
17.5,-86.83
17.5,-86.78
17.5,-86.74
17.5,-86.7
17.5,-86.65
17.5,-86.61
17.5,-86.56
17.5,-86.52
17.5,-86.47
17.5,-86.43
17.5,-86.38
17.5,-86.34
17.5,-86.29
17.5,-86.25
17.5,-86.2
17.5,-86.16
17.5,-86.11
17.5,-86.06
17.5,-86.02
17.5,-85.98
17.5,-85.93
17.5,-85.89
17.5,-85.84
17.5,-85.8
17.55,-117.34
17.55,-117.3
17.55,-117.25
17.55,-117.2
17.55,-117.16
17.55,-117.12
17.55,-117.07
17.55,-117.03
17.55,-116.98
17.55,-116.94
17.55,-116.89
17.55,-116.84
17.55,-116.8
17.55,-116.76
17.55,-116.71
17.55,-116.67
17.55,-116.62
17.55,-116.58
17.55,-116.53
17.55,-116.48
17.55,-116.44
17.55,-116.4
17.55,-116.35
17.55,-116.31
17.55,-116.26
17.55,-116.22
17.55,-116.17
17.55,-116.12
17.55,-116.08
17.55,-116.03
17.55,-115.99
17.55,-115.95
17.55,-115.9
17.55,-115.86
17.55,-115.81
17.55,-115.77
17.55,-115.72
17.55,-115.67
17.55,-115.63
17.55,-115.59
17.55,-115.54
17.55,-115.5
17.55,-115.45
17.55,-115.41
17.55,-115.36
17.55,-115.31
17.55,-115.27
17.55,-115.23
17.55,-115.18
17.55,-115.14
17.55,-115.09
17.55,-115.05
17.55,-115.0
17.55,-114.95
17.55,-114.91
17.55,-114.87
17.55,-114.82
17.55,-114.78
17.55,-114.73
17.55,-114.69
17.55,-114.64
17.55,-114.59
17.55,-114.55
17.55,-114.51
17.55,-114.46
17.55,-114.42
17.55,-114.37
17.55,-114.33
17.55,-114.28
17.55,-114.23
17.55,-114.19
17.55,-114.15
17.55,-114.1
17.55,-114.06
17.55,-114.01
17.55,-113.97
17.55,-113.92
17.55,-113.88
17.55,-113.83
17.55,-113.78
17.55,-113.74
17.55,-113.7
17.55,-113.65
17.55,-113.61
17.55,-113.56
17.55,-113.52
17.55,-113.47
17.55,-113.42
17.55,-113.38
17.55,-113.34
17.55,-113.29
17.55,-113.25
17.55,-113.2
17.55,-113.16
17.55,-113.11
17.55,-113.06
17.55,-113.02
17.55,-112.98
17.55,-112.93
17.55,-112.89
17.55,-112.84
17.55,-112.8
17.55,-112.75
17.55,-112.7
17.55,-112.66
17.55,-112.62
17.55,-112.57
17.55,-112.53
17.55,-112.48
17.55,-112.44
17.55,-112.39
17.55,-112.34
17.55,-112.3
17.55,-112.26
17.55,-112.21
17.55,-112.17
17.55,-112.12
17.55,-112.08
17.55,-112.03
17.55,-111.98
17.55,-111.94
17.55,-111.9
17.55,-111.85
17.55,-111.81
17.55,-111.76
17.55,-111.72
17.55,-111.67
17.55,-111.62
17.55,-111.58
17.55,-111.53
17.55,-111.49
17.55,-111.45
17.55,-111.4
17.55,-111.36
17.55,-111.31
17.55,-111.27
17.55,-111.22
17.55,-111.17
17.55,-111.13
17.55,-111.09
17.55,-111.04
17.55,-111.0
17.55,-110.95
17.55,-110.91
17.55,-110.86
17.55,-110.81
17.55,-110.77
17.55,-110.73
17.55,-110.68
17.55,-110.64
17.55,-110.59
17.55,-110.55
17.55,-110.5
17.55,-110.45
17.55,-110.41
17.55,-110.37
17.55,-110.32
17.55,-110.28
17.55,-110.23
17.55,-110.19
17.55,-110.14
17.55,-110.09
17.55,-110.05
17.55,-110.01
17.55,-109.96
17.55,-109.92
17.55,-109.87
17.55,-109.83
17.55,-109.78
17.55,-109.73
17.55,-109.69
17.55,-109.65
17.55,-109.6
17.55,-109.56
17.55,-109.51
17.55,-109.47
17.55,-109.42
17.55,-109.38
17.55,-109.33
17.55,-109.28
17.55,-109.24
17.55,-109.2
17.55,-109.15
17.55,-109.11
17.55,-109.06
17.55,-109.02
17.55,-108.97
17.55,-108.93
17.55,-108.88
17.55,-108.84
17.55,-108.79
17.55,-108.75
17.55,-108.7
17.55,-108.66
17.55,-108.61
17.55,-108.56
17.55,-108.52
17.55,-108.48
17.55,-108.43
17.55,-108.39
17.55,-108.34
17.55,-108.3
17.55,-108.25
17.55,-108.2
17.55,-108.16
17.55,-108.12
17.55,-108.07
17.55,-108.03
17.55,-107.98
17.55,-107.94
17.55,-107.89
17.55,-107.84
17.55,-107.8
17.55,-107.76
17.55,-107.71
17.55,-107.67
17.55,-107.62
17.55,-107.58
17.55,-107.53
17.55,-107.48
17.55,-107.44
17.55,-107.4
17.55,-107.35
17.55,-107.31
17.55,-107.26
17.55,-107.22
17.55,-107.17
17.55,-107.12
17.55,-107.08
17.55,-107.03
17.55,-106.99
17.55,-106.95
17.55,-106.9
17.55,-106.86
17.55,-106.81
17.55,-106.77
17.55,-106.72
17.55,-106.68
17.55,-106.63
17.55,-106.59
17.55,-106.54
17.55,-106.5
17.55,-106.45
17.55,-106.41
17.55,-106.36
17.55,-106.31
17.55,-106.27
17.55,-106.23
17.55,-106.18
17.55,-106.14
17.55,-106.09
17.55,-106.05
17.55,-106.0
17.55,-105.95
17.55,-105.91
17.55,-105.87
17.55,-105.82
17.55,-105.78
17.55,-105.73
17.55,-105.69
17.55,-105.64
17.55,-105.59
17.55,-105.55
17.55,-105.51
17.55,-105.46
17.55,-105.42
17.55,-105.37
17.55,-105.33
17.55,-105.28
17.55,-105.23
17.55,-105.19
17.55,-105.15
17.55,-105.1
17.55,-105.06
17.55,-105.01
17.55,-104.97
17.55,-104.92
17.55,-104.88
17.55,-104.83
17.55,-104.78
17.55,-104.74
17.55,-104.7
17.55,-104.65
17.55,-104.61
17.55,-104.56
17.55,-104.52
17.55,-104.47
17.55,-104.43
17.55,-104.38
17.55,-104.34
17.55,-104.29
17.55,-104.25
17.55,-104.2
17.55,-104.16
17.55,-104.11
17.55,-104.06
17.55,-104.02
17.55,-103.98
17.55,-103.93
17.55,-103.89
17.55,-103.84
17.55,-103.8
17.55,-103.75
17.55,-103.7
17.55,-103.66
17.55,-103.62
17.55,-103.57
17.55,-103.53
17.55,-103.48
17.55,-103.44
17.55,-103.39
17.55,-103.34
17.55,-103.3
17.55,-103.26
17.55,-103.21
17.55,-103.17
17.55,-103.12
17.55,-103.08
17.55,-103.03
17.55,-102.98
17.55,-102.94
17.55,-102.9
17.55,-102.85
17.55,-102.81
17.55,-102.76
17.55,-102.72
17.55,-102.67
17.55,-102.62
17.55,-102.58
17.55,-102.53
17.55,-102.49
17.55,-102.45
17.55,-102.4
17.55,-102.36
17.55,-102.31
17.55,-102.27
17.55,-102.22
17.55,-102.18
17.55,-102.13
17.55,-102.09
17.55,-102.04
17.55,-102.0
17.55,-101.95
17.55,-101.91
17.55,-101.86
17.55,-101.81
17.55,-101.77
17.55,-101.73
17.55,-101.68
17.55,-101.64
17.55,-101.59
17.55,-101.55
17.55,-101.5
17.55,-101.45
17.55,-101.41
17.55,-101.37
17.55,-101.32
17.55,-101.28
17.55,-101.23
17.55,-101.19
17.55,-101.14
17.55,-101.09
17.55,-101.05
17.55,-101.0
17.55,-100.96
17.55,-100.92
17.55,-100.87
17.55,-100.83
17.55,-100.78
17.55,-100.73
17.55,-100.69
17.55,-100.65
17.55,-100.6
17.55,-100.56
17.55,-100.51
17.55,-100.47
17.55,-100.42
17.55,-100.38
17.55,-100.33
17.55,-100.28
17.55,-100.24
17.55,-100.2
17.55,-100.15
17.55,-100.11
17.55,-100.06
17.55,-100.02
17.55,-99.97
17.55,-99.93
17.55,-99.88
17.55,-99.84
17.55,-99.79
17.55,-99.75
17.55,-99.7
17.55,-99.66
17.55,-99.61
17.55,-99.56
17.55,-99.52
17.55,-99.48
17.55,-99.43
17.55,-99.39
17.55,-99.34
17.55,-99.3
17.55,-99.25
17.55,-99.21
17.55,-99.16
17.55,-99.12
17.55,-99.07
17.55,-99.03
17.55,-98.98
17.55,-98.94
17.55,-98.89
17.55,-98.84
17.55,-98.8
17.55,-98.75
17.55,-98.71
17.55,-98.67
17.55,-98.62
17.55,-98.58
17.55,-98.53
17.55,-98.48
17.55,-98.44
17.55,-98.4
17.55,-98.35
17.55,-98.31
17.55,-98.26
17.55,-98.22
17.55,-98.17
17.55,-98.12
17.55,-98.08
17.55,-98.03
17.55,-97.99
17.55,-97.95
17.55,-97.9
17.55,-97.86
17.55,-97.81
17.55,-97.77
17.55,-97.72
17.55,-97.68
17.55,-97.63
17.55,-97.59
17.55,-97.54
17.55,-97.5
17.55,-97.45
17.55,-97.41
17.55,-97.36
17.55,-97.31
17.55,-97.27
17.55,-97.23
17.55,-97.18
17.55,-97.14
17.55,-97.09
17.55,-97.05
17.55,-97.0
17.55,-96.96
17.55,-96.91
17.55,-96.87
17.55,-96.82
17.55,-96.78
17.55,-96.73
17.55,-96.69
17.55,-96.64
17.55,-96.59
17.55,-96.55
17.55,-96.5
17.55,-96.46
17.55,-96.42
17.55,-96.37
17.55,-96.33
17.55,-96.28
17.55,-96.23
17.55,-96.19
17.55,-96.15
17.55,-96.1
17.55,-96.06
17.55,-96.01
17.55,-95.97
17.55,-95.92
17.55,-95.88
17.55,-95.83
17.55,-95.78
17.55,-95.74
17.55,-95.7
17.55,-95.65
17.55,-95.61
17.55,-95.56
17.55,-95.52
17.55,-95.47
17.55,-95.43
17.55,-95.38
17.55,-95.34
17.55,-95.29
17.55,-95.25
17.55,-95.2
17.55,-95.16
17.55,-95.11
17.55,-95.06
17.55,-95.02
17.55,-94.98
17.55,-94.93
17.55,-94.89
17.55,-94.84
17.55,-94.8
17.55,-94.75
17.55,-94.71
17.55,-94.66
17.55,-94.62
17.55,-94.57
17.55,-94.53
17.55,-94.48
17.55,-94.44
17.55,-94.39
17.55,-94.34
17.55,-94.3
17.55,-94.25
17.55,-94.21
17.55,-94.17
17.55,-94.12
17.55,-94.08
17.55,-94.03
17.55,-93.98
17.55,-93.94
17.55,-93.9
17.55,-93.85
17.55,-93.81
17.55,-93.76
17.55,-93.72
17.55,-93.67
17.55,-93.62
17.55,-93.58
17.55,-93.53
17.55,-93.49
17.55,-93.45
17.55,-93.4
17.55,-93.36
17.55,-93.31
17.55,-93.27
17.55,-93.22
17.55,-93.18
17.55,-93.13
17.55,-93.09
17.55,-93.04
17.55,-93.0
17.55,-92.95
17.55,-92.91
17.55,-92.86
17.55,-92.81
17.55,-92.77
17.55,-92.73
17.55,-92.68
17.55,-92.64
17.55,-92.59
17.55,-92.55
17.55,-92.5
17.55,-92.46
17.55,-92.41
17.55,-92.37
17.55,-92.32
17.55,-92.28
17.55,-92.23
17.55,-92.19
17.55,-92.14
17.55,-92.09
17.55,-92.05
17.55,-92.01
17.55,-91.96
17.55,-91.92
17.55,-91.87
17.55,-91.83
17.55,-91.78
17.55,-91.73
17.55,-91.69
17.55,-91.65
17.55,-91.6
17.55,-91.56
17.55,-91.51
17.55,-91.47
17.55,-91.42
17.55,-91.38
17.55,-91.33
17.55,-91.28
17.55,-91.24
17.55,-91.2
17.55,-91.15
17.55,-91.11
17.55,-91.06
17.55,-91.02
17.55,-90.97
17.55,-90.93
17.55,-90.88
17.55,-90.84
17.55,-90.79
17.55,-90.75
17.55,-90.7
17.55,-90.66
17.55,-90.61
17.55,-90.56
17.55,-90.52
17.55,-90.48
17.55,-90.43
17.55,-90.39
17.55,-90.34
17.55,-90.3
17.55,-90.25
17.55,-90.21
17.55,-90.16
17.55,-90.12
17.55,-90.07
17.55,-90.03
17.55,-89.98
17.55,-89.94
17.55,-89.89
17.55,-89.84
17.55,-89.8
17.55,-89.76
17.55,-89.71
17.55,-89.67
17.55,-89.62
17.55,-89.58
17.55,-89.53
17.55,-89.48
17.55,-89.44
17.55,-89.4
17.55,-89.35
17.55,-89.31
17.55,-89.26
17.55,-89.22
17.55,-89.17
17.55,-89.12
17.55,-89.08
17.55,-89.03
17.55,-88.99
17.55,-88.95
17.55,-88.9
17.55,-88.86
17.55,-88.81
17.55,-88.77
17.55,-88.72
17.55,-88.68
17.55,-88.63
17.55,-88.59
17.55,-88.54
17.55,-88.5
17.55,-88.45
17.55,-88.41
17.55,-88.36
17.55,-88.31
17.55,-88.27
17.55,-88.23
17.55,-88.18
17.55,-88.14
17.55,-88.09
17.55,-88.05
17.55,-88.0
17.55,-87.96
17.55,-87.91
17.55,-87.87
17.55,-87.82
17.55,-87.78
17.55,-87.73
17.55,-87.69
17.55,-87.64
17.55,-87.59
17.55,-87.55
17.55,-87.51
17.55,-87.46
17.55,-87.42
17.55,-87.37
17.55,-87.33
17.55,-87.28
17.55,-87.23
17.55,-87.19
17.55,-87.15
17.55,-87.1
17.55,-87.06
17.55,-87.01
17.55,-86.97
17.55,-86.92
17.55,-86.88
17.55,-86.83
17.55,-86.78
17.55,-86.74
17.55,-86.7
17.55,-86.65
17.55,-86.61
17.55,-86.56
17.55,-86.52
17.55,-86.47
17.55,-86.43
17.55,-86.38
17.55,-86.34
17.55,-86.29
17.55,-86.25
17.55,-86.2
17.55,-86.16
17.55,-86.11
17.55,-86.06
17.55,-86.02
17.55,-85.98
17.55,-85.93
17.55,-85.89
17.55,-85.84
17.55,-85.8
17.59,-117.34
17.59,-117.3
17.59,-117.25
17.59,-117.2
17.59,-117.16
17.59,-117.12
17.59,-117.07
17.59,-117.03
17.59,-116.98
17.59,-116.94
17.59,-116.89
17.59,-116.84
17.59,-116.8
17.59,-116.76
17.59,-116.71
17.59,-116.67
17.59,-116.62
17.59,-116.58
17.59,-116.53
17.59,-116.48
17.59,-116.44
17.59,-116.4
17.59,-116.35
17.59,-116.31
17.59,-116.26
17.59,-116.22
17.59,-116.17
17.59,-116.12
17.59,-116.08
17.59,-116.03
17.59,-115.99
17.59,-115.95
17.59,-115.9
17.59,-115.86
17.59,-115.81
17.59,-115.77
17.59,-115.72
17.59,-115.67
17.59,-115.63
17.59,-115.59
17.59,-115.54
17.59,-115.5
17.59,-115.45
17.59,-115.41
17.59,-115.36
17.59,-115.31
17.59,-115.27
17.59,-115.23
17.59,-115.18
17.59,-115.14
17.59,-115.09
17.59,-115.05
17.59,-115.0
17.59,-114.95
17.59,-114.91
17.59,-114.87
17.59,-114.82
17.59,-114.78
17.59,-114.73
17.59,-114.69
17.59,-114.64
17.59,-114.59
17.59,-114.55
17.59,-114.51
17.59,-114.46
17.59,-114.42
17.59,-114.37
17.59,-114.33
17.59,-114.28
17.59,-114.23
17.59,-114.19
17.59,-114.15
17.59,-114.1
17.59,-114.06
17.59,-114.01
17.59,-113.97
17.59,-113.92
17.59,-113.88
17.59,-113.83
17.59,-113.78
17.59,-113.74
17.59,-113.7
17.59,-113.65
17.59,-113.61
17.59,-113.56
17.59,-113.52
17.59,-113.47
17.59,-113.42
17.59,-113.38
17.59,-113.34
17.59,-113.29
17.59,-113.25
17.59,-113.2
17.59,-113.16
17.59,-113.11
17.59,-113.06
17.59,-113.02
17.59,-112.98
17.59,-112.93
17.59,-112.89
17.59,-112.84
17.59,-112.8
17.59,-112.75
17.59,-112.7
17.59,-112.66
17.59,-112.62
17.59,-112.57
17.59,-112.53
17.59,-112.48
17.59,-112.44
17.59,-112.39
17.59,-112.34
17.59,-112.3
17.59,-112.26
17.59,-112.21
17.59,-112.17
17.59,-112.12
17.59,-112.08
17.59,-112.03
17.59,-111.98
17.59,-111.94
17.59,-111.9
17.59,-111.85
17.59,-111.81
17.59,-111.76
17.59,-111.72
17.59,-111.67
17.59,-111.62
17.59,-111.58
17.59,-111.53
17.59,-111.49
17.59,-111.45
17.59,-111.4
17.59,-111.36
17.59,-111.31
17.59,-111.27
17.59,-111.22
17.59,-111.17
17.59,-111.13
17.59,-111.09
17.59,-111.04
17.59,-111.0
17.59,-110.95
17.59,-110.91
17.59,-110.86
17.59,-110.81
17.59,-110.77
17.59,-110.73
