lats,lons
25.38,-110.81
25.38,-110.77
25.38,-110.73
25.38,-110.68
25.38,-110.64
25.38,-110.59
25.38,-110.55
25.38,-110.5
25.38,-110.45
25.38,-110.41
25.38,-110.37
25.38,-110.32
25.38,-110.28
25.38,-110.23
25.38,-110.19
25.38,-110.14
25.38,-110.09
25.38,-110.05
25.38,-110.01
25.38,-109.96
25.38,-109.92
25.38,-109.87
25.38,-109.83
25.38,-109.78
25.38,-109.73
25.38,-109.69
25.38,-109.65
25.38,-109.6
25.38,-109.56
25.38,-109.51
25.38,-109.47
25.38,-109.42
25.38,-109.38
25.38,-109.33
25.38,-109.28
25.38,-109.24
25.38,-109.2
25.38,-109.15
25.38,-109.11
25.38,-109.06
25.38,-109.02
25.38,-108.97
25.38,-108.93
25.38,-108.88
25.38,-108.84
25.38,-108.79
25.38,-108.75
25.38,-108.7
25.38,-108.66
25.38,-108.61
25.38,-108.56
25.38,-108.52
25.38,-108.48
25.38,-108.43
25.38,-108.39
25.38,-108.34
25.38,-108.3
25.38,-108.25
25.38,-108.2
25.38,-108.16
25.38,-108.12
25.38,-108.07
25.38,-108.03
25.38,-107.98
25.38,-107.94
25.38,-107.89
25.38,-107.84
25.38,-107.8
25.38,-107.76
25.38,-107.71
25.38,-107.67
25.38,-107.62
25.38,-107.58
25.38,-107.53
25.38,-107.48
25.38,-107.44
25.38,-107.4
25.38,-107.35
25.38,-107.31
25.38,-107.26
25.38,-107.22
25.38,-107.17
25.38,-107.12
25.38,-107.08
25.38,-107.03
25.38,-106.99
25.38,-106.95
25.38,-106.9
25.38,-106.86
25.38,-106.81
25.38,-106.77
25.38,-106.72
25.38,-106.68
25.38,-106.63
25.38,-106.59
25.38,-106.54
25.38,-106.5
25.38,-106.45
25.38,-106.41
25.38,-106.36
25.38,-106.31
25.38,-106.27
25.38,-106.23
25.38,-106.18
25.38,-106.14
25.38,-106.09
25.38,-106.05
25.38,-106.0
25.38,-105.95
25.38,-105.91
25.38,-105.87
25.38,-105.82
25.38,-105.78
25.38,-105.73
25.38,-105.69
25.38,-105.64
25.38,-105.59
25.38,-105.55
25.38,-105.51
25.38,-105.46
25.38,-105.42
25.38,-105.37
25.38,-105.33
25.38,-105.28
25.38,-105.23
25.38,-105.19
25.38,-105.15
25.38,-105.1
25.38,-105.06
25.38,-105.01
25.38,-104.97
25.38,-104.92
25.38,-104.88
25.38,-104.83
25.38,-104.78
25.38,-104.74
25.38,-104.7
25.38,-104.65
25.38,-104.61
25.38,-104.56
25.38,-104.52
25.38,-104.47
25.38,-104.43
25.38,-104.38
25.38,-104.34
25.38,-104.29
25.38,-104.25
25.38,-104.2
25.38,-104.16
25.38,-104.11
25.38,-104.06
25.38,-104.02
25.38,-103.98
25.38,-103.93
25.38,-103.89
25.38,-103.84
25.38,-103.8
25.38,-103.75
25.38,-103.7
25.38,-103.66
25.38,-103.62
25.38,-103.57
25.38,-103.53
25.38,-103.48
25.38,-103.44
25.38,-103.39
25.38,-103.34
25.38,-103.3
25.38,-103.26
25.38,-103.21
25.38,-103.17
25.38,-103.12
25.38,-103.08
25.38,-103.03
25.38,-102.98
25.38,-102.94
25.38,-102.9
25.38,-102.85
25.38,-102.81
25.38,-102.76
25.38,-102.72
25.38,-102.67
25.38,-102.62
25.38,-102.58
25.38,-102.53
25.38,-102.49
25.38,-102.45
25.38,-102.4
25.38,-102.36
25.38,-102.31
25.38,-102.27
25.38,-102.22
25.38,-102.18
25.38,-102.13
25.38,-102.09
25.38,-102.04
25.38,-102.0
25.38,-101.95
25.38,-101.91
25.38,-101.86
25.38,-101.81
25.38,-101.77
25.38,-101.73
25.38,-101.68
25.38,-101.64
25.38,-101.59
25.38,-101.55
25.38,-101.5
25.38,-101.45
25.38,-101.41
25.38,-101.37
25.38,-101.32
25.38,-101.28
25.38,-101.23
25.38,-101.19
25.38,-101.14
25.38,-101.09
25.38,-101.05
25.38,-101.0
25.38,-100.96
25.38,-100.92
25.38,-100.87
25.38,-100.83
25.38,-100.78
25.38,-100.73
25.38,-100.69
25.38,-100.65
25.38,-100.6
25.38,-100.56
25.38,-100.51
25.38,-100.47
25.38,-100.42
25.38,-100.38
25.38,-100.33
25.38,-100.28
25.38,-100.24
25.38,-100.2
25.38,-100.15
25.38,-100.11
25.38,-100.06
25.38,-100.02
25.38,-99.97
25.38,-99.93
25.38,-99.88
25.38,-99.84
25.38,-99.79
25.38,-99.75
25.38,-99.7
25.38,-99.66
25.38,-99.61
25.38,-99.56
25.38,-99.52
25.38,-99.48
25.38,-99.43
25.38,-99.39
25.38,-99.34
25.38,-99.3
25.38,-99.25
25.38,-99.21
25.38,-99.16
25.38,-99.12
25.38,-99.07
25.38,-99.03
25.38,-98.98
25.38,-98.94
25.38,-98.89
25.38,-98.84
25.38,-98.8
25.38,-98.75
25.38,-98.71
25.38,-98.67
25.38,-98.62
25.38,-98.58
25.38,-98.53
25.38,-98.48
25.38,-98.44
25.38,-98.4
25.38,-98.35
25.38,-98.31
25.38,-98.26
25.38,-98.22
25.38,-98.17
25.38,-98.12
25.38,-98.08
25.38,-98.03
25.38,-97.99
25.38,-97.95
25.38,-97.9
25.38,-97.86
25.38,-97.81
25.38,-97.77
25.38,-97.72
25.38,-97.68
25.38,-97.63
25.38,-97.59
25.38,-97.54
25.38,-97.5
25.38,-97.45
25.38,-97.41
25.38,-97.36
25.38,-97.31
25.38,-97.27
25.38,-97.23
25.38,-97.18
25.38,-97.14
25.38,-97.09
25.38,-97.05
25.38,-97.0
25.38,-96.96
25.38,-96.91
25.38,-96.87
25.38,-96.82
25.38,-96.78
25.38,-96.73
25.38,-96.69
25.38,-96.64
25.38,-96.59
25.38,-96.55
25.38,-96.5
25.38,-96.46
25.38,-96.42
25.38,-96.37
25.38,-96.33
25.38,-96.28
25.38,-96.23
25.38,-96.19
25.38,-96.15
25.38,-96.1
25.38,-96.06
25.38,-96.01
25.38,-95.97
25.38,-95.92
25.38,-95.88
25.38,-95.83
25.38,-95.78
25.38,-95.74
25.38,-95.7
25.38,-95.65
25.38,-95.61
25.38,-95.56
25.38,-95.52
25.38,-95.47
25.38,-95.43
25.38,-95.38
25.38,-95.34
25.38,-95.29
25.38,-95.25
25.38,-95.2
25.38,-95.16
25.38,-95.11
25.38,-95.06
25.38,-95.02
25.38,-94.98
25.38,-94.93
25.38,-94.89
25.38,-94.84
25.38,-94.8
25.38,-94.75
25.38,-94.71
25.38,-94.66
25.38,-94.62
25.38,-94.57
25.38,-94.53
25.38,-94.48
25.38,-94.44
25.38,-94.39
25.38,-94.34
25.38,-94.3
25.38,-94.25
25.38,-94.21
25.38,-94.17
25.38,-94.12
25.38,-94.08
25.38,-94.03
25.38,-93.98
25.38,-93.94
25.38,-93.9
25.38,-93.85
25.38,-93.81
25.38,-93.76
25.38,-93.72
25.38,-93.67
25.38,-93.62
25.38,-93.58
25.38,-93.53
25.38,-93.49
25.38,-93.45
25.38,-93.4
25.38,-93.36
25.38,-93.31
25.38,-93.27
25.38,-93.22
25.38,-93.18
25.38,-93.13
25.38,-93.09
25.38,-93.04
25.38,-93.0
25.38,-92.95
25.38,-92.91
25.38,-92.86
25.38,-92.81
25.38,-92.77
25.38,-92.73
25.38,-92.68
25.38,-92.64
25.38,-92.59
25.38,-92.55
25.38,-92.5
25.38,-92.46
25.38,-92.41
25.38,-92.37
25.38,-92.32
25.38,-92.28
25.38,-92.23
25.38,-92.19
25.38,-92.14
25.38,-92.09
25.38,-92.05
25.38,-92.01
25.38,-91.96
25.38,-91.92
25.38,-91.87
25.38,-91.83
25.38,-91.78
25.38,-91.73
25.38,-91.69
25.38,-91.65
25.38,-91.6
25.38,-91.56
25.38,-91.51
25.38,-91.47
25.38,-91.42
25.38,-91.38
25.38,-91.33
25.38,-91.28
25.38,-91.24
25.38,-91.2
25.38,-91.15
25.38,-91.11
25.38,-91.06
25.38,-91.02
25.38,-90.97
25.38,-90.93
25.38,-90.88
25.38,-90.84
25.38,-90.79
25.38,-90.75
25.38,-90.7
25.38,-90.66
25.38,-90.61
25.38,-90.56
25.38,-90.52
25.38,-90.48
25.38,-90.43
25.38,-90.39
25.38,-90.34
25.38,-90.3
25.38,-90.25
25.38,-90.21
25.38,-90.16
25.38,-90.12
25.38,-90.07
25.38,-90.03
25.38,-89.98
25.38,-89.94
25.38,-89.89
25.38,-89.84
25.38,-89.8
25.38,-89.76
25.38,-89.71
25.38,-89.67
25.38,-89.62
25.38,-89.58
25.38,-89.53
25.38,-89.48
25.38,-89.44
25.38,-89.4
25.38,-89.35
25.38,-89.31
25.38,-89.26
25.38,-89.22
25.38,-89.17
25.38,-89.12
25.38,-89.08
25.38,-89.03
25.38,-88.99
25.38,-88.95
25.38,-88.9
25.38,-88.86
25.38,-88.81
25.38,-88.77
25.38,-88.72
25.38,-88.68
25.38,-88.63
25.38,-88.59
25.38,-88.54
25.38,-88.5
25.38,-88.45
25.38,-88.41
25.38,-88.36
25.38,-88.31
25.38,-88.27
25.38,-88.23
25.38,-88.18
25.38,-88.14
25.38,-88.09
25.38,-88.05
25.38,-88.0
25.38,-87.96
25.38,-87.91
25.38,-87.87
25.38,-87.82
25.38,-87.78
25.38,-87.73
25.38,-87.69
25.38,-87.64
25.38,-87.59
25.38,-87.55
25.38,-87.51
25.38,-87.46
25.38,-87.42
25.38,-87.37
25.38,-87.33
25.38,-87.28
25.38,-87.23
25.38,-87.19
25.38,-87.15
25.38,-87.1
25.38,-87.06
25.38,-87.01
25.38,-86.97
25.38,-86.92
25.38,-86.88
25.38,-86.83
25.38,-86.78
25.38,-86.74
25.38,-86.7
25.38,-86.65
25.38,-86.61
25.38,-86.56
25.38,-86.52
25.38,-86.47
25.38,-86.43
25.38,-86.38
25.38,-86.34
25.38,-86.29
25.38,-86.25
25.38,-86.2
25.38,-86.16
25.38,-86.11
25.38,-86.06
25.38,-86.02
25.38,-85.98
25.38,-85.93
25.38,-85.89
25.38,-85.84
25.38,-85.8
25.42,-117.34
25.42,-117.3
25.42,-117.25
25.42,-117.2
25.42,-117.16
25.42,-117.12
25.42,-117.07
25.42,-117.03
25.42,-116.98
25.42,-116.94
25.42,-116.89
25.42,-116.84
25.42,-116.8
25.42,-116.76
25.42,-116.71
25.42,-116.67
25.42,-116.62
25.42,-116.58
25.42,-116.53
25.42,-116.48
25.42,-116.44
25.42,-116.4
25.42,-116.35
25.42,-116.31
25.42,-116.26
25.42,-116.22
25.42,-116.17
25.42,-116.12
25.42,-116.08
25.42,-116.03
25.42,-115.99
25.42,-115.95
25.42,-115.9
25.42,-115.86
25.42,-115.81
25.42,-115.77
25.42,-115.72
25.42,-115.67
25.42,-115.63
25.42,-115.59
25.42,-115.54
25.42,-115.5
25.42,-115.45
25.42,-115.41
25.42,-115.36
25.42,-115.31
25.42,-115.27
25.42,-115.23
25.42,-115.18
25.42,-115.14
25.42,-115.09
25.42,-115.05
25.42,-115.0
25.42,-114.95
25.42,-114.91
25.42,-114.87
25.42,-114.82
25.42,-114.78
25.42,-114.73
25.42,-114.69
25.42,-114.64
25.42,-114.59
25.42,-114.55
25.42,-114.51
25.42,-114.46
25.42,-114.42
25.42,-114.37
25.42,-114.33
25.42,-114.28
25.42,-114.23
25.42,-114.19
25.42,-114.15
25.42,-114.1
25.42,-114.06
25.42,-114.01
25.42,-113.97
25.42,-113.92
25.42,-113.88
25.42,-113.83
25.42,-113.78
25.42,-113.74
25.42,-113.7
25.42,-113.65
25.42,-113.61
25.42,-113.56
25.42,-113.52
25.42,-113.47
25.42,-113.42
25.42,-113.38
25.42,-113.34
25.42,-113.29
25.42,-113.25
25.42,-113.2
25.42,-113.16
25.42,-113.11
25.42,-113.06
25.42,-113.02
25.42,-112.98
25.42,-112.93
25.42,-112.89
25.42,-112.84
25.42,-112.8
25.42,-112.75
25.42,-112.7
25.42,-112.66
25.42,-112.62
25.42,-112.57
25.42,-112.53
25.42,-112.48
25.42,-112.44
25.42,-112.39
25.42,-112.34
25.42,-112.3
25.42,-112.26
25.42,-112.21
25.42,-112.17
25.42,-112.12
25.42,-112.08
25.42,-112.03
25.42,-111.98
25.42,-111.94
25.42,-111.9
25.42,-111.85
25.42,-111.81
25.42,-111.76
25.42,-111.72
25.42,-111.67
25.42,-111.62
25.42,-111.58
25.42,-111.53
25.42,-111.49
25.42,-111.45
25.42,-111.4
25.42,-111.36
25.42,-111.31
25.42,-111.27
25.42,-111.22
25.42,-111.17
25.42,-111.13
25.42,-111.09
25.42,-111.04
25.42,-111.0
25.42,-110.95
25.42,-110.91
25.42,-110.86
25.42,-110.81
25.42,-110.77
25.42,-110.73
25.42,-110.68
25.42,-110.64
25.42,-110.59
25.42,-110.55
25.42,-110.5
25.42,-110.45
25.42,-110.41
25.42,-110.37
25.42,-110.32
25.42,-110.28
25.42,-110.23
25.42,-110.19
25.42,-110.14
25.42,-110.09
25.42,-110.05
25.42,-110.01
25.42,-109.96
25.42,-109.92
25.42,-109.87
25.42,-109.83
25.42,-109.78
25.42,-109.73
25.42,-109.69
25.42,-109.65
25.42,-109.6
25.42,-109.56
25.42,-109.51
25.42,-109.47
25.42,-109.42
25.42,-109.38
25.42,-109.33
25.42,-109.28
25.42,-109.24
25.42,-109.2
25.42,-109.15
25.42,-109.11
25.42,-109.06
25.42,-109.02
25.42,-108.97
25.42,-108.93
25.42,-108.88
25.42,-108.84
25.42,-108.79
25.42,-108.75
25.42,-108.7
25.42,-108.66
25.42,-108.61
25.42,-108.56
25.42,-108.52
25.42,-108.48
25.42,-108.43
25.42,-108.39
25.42,-108.34
25.42,-108.3
25.42,-108.25
25.42,-108.2
25.42,-108.16
25.42,-108.12
25.42,-108.07
25.42,-108.03
25.42,-107.98
25.42,-107.94
25.42,-107.89
25.42,-107.84
25.42,-107.8
25.42,-107.76
25.42,-107.71
25.42,-107.67
25.42,-107.62
25.42,-107.58
25.42,-107.53
25.42,-107.48
25.42,-107.44
25.42,-107.4
25.42,-107.35
25.42,-107.31
25.42,-107.26
25.42,-107.22
25.42,-107.17
25.42,-107.12
25.42,-107.08
25.42,-107.03
25.42,-106.99
25.42,-106.95
25.42,-106.9
25.42,-106.86
25.42,-106.81
25.42,-106.77
25.42,-106.72
25.42,-106.68
25.42,-106.63
25.42,-106.59
25.42,-106.54
25.42,-106.5
25.42,-106.45
25.42,-106.41
25.42,-106.36
25.42,-106.31
25.42,-106.27
25.42,-106.23
25.42,-106.18
25.42,-106.14
25.42,-106.09
25.42,-106.05
25.42,-106.0
25.42,-105.95
25.42,-105.91
25.42,-105.87
25.42,-105.82
25.42,-105.78
25.42,-105.73
25.42,-105.69
25.42,-105.64
25.42,-105.59
25.42,-105.55
25.42,-105.51
25.42,-105.46
25.42,-105.42
25.42,-105.37
25.42,-105.33
25.42,-105.28
25.42,-105.23
25.42,-105.19
25.42,-105.15
25.42,-105.1
25.42,-105.06
25.42,-105.01
25.42,-104.97
25.42,-104.92
25.42,-104.88
25.42,-104.83
25.42,-104.78
25.42,-104.74
25.42,-104.7
25.42,-104.65
25.42,-104.61
25.42,-104.56
25.42,-104.52
25.42,-104.47
25.42,-104.43
25.42,-104.38
25.42,-104.34
25.42,-104.29
25.42,-104.25
25.42,-104.2
25.42,-104.16
25.42,-104.11
25.42,-104.06
25.42,-104.02
25.42,-103.98
25.42,-103.93
25.42,-103.89
25.42,-103.84
25.42,-103.8
25.42,-103.75
25.42,-103.7
25.42,-103.66
25.42,-103.62
25.42,-103.57
25.42,-103.53
25.42,-103.48
25.42,-103.44
25.42,-103.39
25.42,-103.34
25.42,-103.3
25.42,-103.26
25.42,-103.21
25.42,-103.17
25.42,-103.12
25.42,-103.08
25.42,-103.03
25.42,-102.98
25.42,-102.94
25.42,-102.9
25.42,-102.85
25.42,-102.81
25.42,-102.76
25.42,-102.72
25.42,-102.67
25.42,-102.62
25.42,-102.58
25.42,-102.53
25.42,-102.49
25.42,-102.45
25.42,-102.4
25.42,-102.36
25.42,-102.31
25.42,-102.27
25.42,-102.22
25.42,-102.18
25.42,-102.13
25.42,-102.09
25.42,-102.04
25.42,-102.0
25.42,-101.95
25.42,-101.91
25.42,-101.86
25.42,-101.81
25.42,-101.77
25.42,-101.73
25.42,-101.68
25.42,-101.64
25.42,-101.59
25.42,-101.55
25.42,-101.5
25.42,-101.45
25.42,-101.41
25.42,-101.37
25.42,-101.32
25.42,-101.28
25.42,-101.23
25.42,-101.19
25.42,-101.14
25.42,-101.09
25.42,-101.05
25.42,-101.0
25.42,-100.96
25.42,-100.92
25.42,-100.87
25.42,-100.83
25.42,-100.78
25.42,-100.73
25.42,-100.69
25.42,-100.65
25.42,-100.6
25.42,-100.56
25.42,-100.51
25.42,-100.47
25.42,-100.42
25.42,-100.38
25.42,-100.33
25.42,-100.28
25.42,-100.24
25.42,-100.2
25.42,-100.15
25.42,-100.11
25.42,-100.06
25.42,-100.02
25.42,-99.97
25.42,-99.93
25.42,-99.88
25.42,-99.84
25.42,-99.79
25.42,-99.75
25.42,-99.7
25.42,-99.66
25.42,-99.61
25.42,-99.56
25.42,-99.52
25.42,-99.48
25.42,-99.43
25.42,-99.39
25.42,-99.34
25.42,-99.3
25.42,-99.25
25.42,-99.21
25.42,-99.16
25.42,-99.12
25.42,-99.07
25.42,-99.03
25.42,-98.98
25.42,-98.94
25.42,-98.89
25.42,-98.84
25.42,-98.8
25.42,-98.75
25.42,-98.71
25.42,-98.67
25.42,-98.62
25.42,-98.58
25.42,-98.53
25.42,-98.48
25.42,-98.44
25.42,-98.4
25.42,-98.35
25.42,-98.31
25.42,-98.26
25.42,-98.22
25.42,-98.17
25.42,-98.12
25.42,-98.08
25.42,-98.03
25.42,-97.99
25.42,-97.95
25.42,-97.9
25.42,-97.86
25.42,-97.81
25.42,-97.77
25.42,-97.72
25.42,-97.68
25.42,-97.63
25.42,-97.59
25.42,-97.54
25.42,-97.5
25.42,-97.45
25.42,-97.41
25.42,-97.36
25.42,-97.31
25.42,-97.27
25.42,-97.23
25.42,-97.18
25.42,-97.14
25.42,-97.09
25.42,-97.05
25.42,-97.0
25.42,-96.96
25.42,-96.91
25.42,-96.87
25.42,-96.82
25.42,-96.78
25.42,-96.73
25.42,-96.69
25.42,-96.64
25.42,-96.59
25.42,-96.55
25.42,-96.5
25.42,-96.46
25.42,-96.42
25.42,-96.37
25.42,-96.33
25.42,-96.28
25.42,-96.23
25.42,-96.19
25.42,-96.15
25.42,-96.1
25.42,-96.06
25.42,-96.01
25.42,-95.97
25.42,-95.92
25.42,-95.88
25.42,-95.83
25.42,-95.78
25.42,-95.74
25.42,-95.7
25.42,-95.65
25.42,-95.61
25.42,-95.56
25.42,-95.52
25.42,-95.47
25.42,-95.43
25.42,-95.38
25.42,-95.34
25.42,-95.29
25.42,-95.25
25.42,-95.2
25.42,-95.16
25.42,-95.11
25.42,-95.06
25.42,-95.02
25.42,-94.98
25.42,-94.93
25.42,-94.89
25.42,-94.84
25.42,-94.8
25.42,-94.75
25.42,-94.71
25.42,-94.66
25.42,-94.62
25.42,-94.57
25.42,-94.53
25.42,-94.48
25.42,-94.44
25.42,-94.39
25.42,-94.34
25.42,-94.3
25.42,-94.25
25.42,-94.21
25.42,-94.17
25.42,-94.12
25.42,-94.08
25.42,-94.03
25.42,-93.98
25.42,-93.94
25.42,-93.9
25.42,-93.85
25.42,-93.81
25.42,-93.76
25.42,-93.72
25.42,-93.67
25.42,-93.62
25.42,-93.58
25.42,-93.53
25.42,-93.49
25.42,-93.45
25.42,-93.4
25.42,-93.36
25.42,-93.31
25.42,-93.27
25.42,-93.22
25.42,-93.18
25.42,-93.13
25.42,-93.09
25.42,-93.04
25.42,-93.0
25.42,-92.95
25.42,-92.91
25.42,-92.86
25.42,-92.81
25.42,-92.77
25.42,-92.73
25.42,-92.68
25.42,-92.64
25.42,-92.59
25.42,-92.55
25.42,-92.5
25.42,-92.46
25.42,-92.41
25.42,-92.37
25.42,-92.32
25.42,-92.28
25.42,-92.23
25.42,-92.19
25.42,-92.14
25.42,-92.09
25.42,-92.05
25.42,-92.01
25.42,-91.96
25.42,-91.92
25.42,-91.87
25.42,-91.83
25.42,-91.78
25.42,-91.73
25.42,-91.69
25.42,-91.65
25.42,-91.6
25.42,-91.56
25.42,-91.51
25.42,-91.47
25.42,-91.42
25.42,-91.38
25.42,-91.33
25.42,-91.28
25.42,-91.24
25.42,-91.2
25.42,-91.15
25.42,-91.11
25.42,-91.06
25.42,-91.02
25.42,-90.97
25.42,-90.93
25.42,-90.88
25.42,-90.84
25.42,-90.79
25.42,-90.75
25.42,-90.7
25.42,-90.66
25.42,-90.61
25.42,-90.56
25.42,-90.52
25.42,-90.48
25.42,-90.43
25.42,-90.39
25.42,-90.34
25.42,-90.3
25.42,-90.25
25.42,-90.21
25.42,-90.16
25.42,-90.12
25.42,-90.07
25.42,-90.03
25.42,-89.98
25.42,-89.94
25.42,-89.89
25.42,-89.84
25.42,-89.8
25.42,-89.76
25.42,-89.71
25.42,-89.67
25.42,-89.62
25.42,-89.58
25.42,-89.53
25.42,-89.48
25.42,-89.44
25.42,-89.4
25.42,-89.35
25.42,-89.31
25.42,-89.26
25.42,-89.22
25.42,-89.17
25.42,-89.12
25.42,-89.08
25.42,-89.03
25.42,-88.99
25.42,-88.95
25.42,-88.9
25.42,-88.86
25.42,-88.81
25.42,-88.77
25.42,-88.72
25.42,-88.68
25.42,-88.63
25.42,-88.59
25.42,-88.54
25.42,-88.5
25.42,-88.45
25.42,-88.41
25.42,-88.36
25.42,-88.31
25.42,-88.27
25.42,-88.23
25.42,-88.18
25.42,-88.14
25.42,-88.09
25.42,-88.05
25.42,-88.0
25.42,-87.96
25.42,-87.91
25.42,-87.87
25.42,-87.82
25.42,-87.78
25.42,-87.73
25.42,-87.69
25.42,-87.64
25.42,-87.59
25.42,-87.55
25.42,-87.51
25.42,-87.46
25.42,-87.42
25.42,-87.37
25.42,-87.33
25.42,-87.28
25.42,-87.23
25.42,-87.19
25.42,-87.15
25.42,-87.1
25.42,-87.06
25.42,-87.01
25.42,-86.97
25.42,-86.92
25.42,-86.88
25.42,-86.83
25.42,-86.78
25.42,-86.74
25.42,-86.7
25.42,-86.65
25.42,-86.61
25.42,-86.56
25.42,-86.52
25.42,-86.47
25.42,-86.43
25.42,-86.38
25.42,-86.34
25.42,-86.29
25.42,-86.25
25.42,-86.2
25.42,-86.16
25.42,-86.11
25.42,-86.06
25.42,-86.02
25.42,-85.98
25.42,-85.93
25.42,-85.89
25.42,-85.84
25.42,-85.8
25.46,-117.34
25.46,-117.3
25.46,-117.25
25.46,-117.2
25.46,-117.16
25.46,-117.12
25.46,-117.07
25.46,-117.03
25.46,-116.98
25.46,-116.94
25.46,-116.89
25.46,-116.84
25.46,-116.8
25.46,-116.76
25.46,-116.71
25.46,-116.67
25.46,-116.62
25.46,-116.58
25.46,-116.53
25.46,-116.48
25.46,-116.44
25.46,-116.4
25.46,-116.35
25.46,-116.31
25.46,-116.26
25.46,-116.22
25.46,-116.17
25.46,-116.12
25.46,-116.08
25.46,-116.03
25.46,-115.99
25.46,-115.95
25.46,-115.9
25.46,-115.86
25.46,-115.81
25.46,-115.77
25.46,-115.72
25.46,-115.67
25.46,-115.63
25.46,-115.59
25.46,-115.54
25.46,-115.5
25.46,-115.45
25.46,-115.41
25.46,-115.36
25.46,-115.31
25.46,-115.27
25.46,-115.23
25.46,-115.18
25.46,-115.14
25.46,-115.09
25.46,-115.05
25.46,-115.0
25.46,-114.95
25.46,-114.91
25.46,-114.87
25.46,-114.82
25.46,-114.78
25.46,-114.73
25.46,-114.69
25.46,-114.64
25.46,-114.59
25.46,-114.55
25.46,-114.51
25.46,-114.46
25.46,-114.42
25.46,-114.37
25.46,-114.33
25.46,-114.28
25.46,-114.23
25.46,-114.19
25.46,-114.15
25.46,-114.1
25.46,-114.06
25.46,-114.01
25.46,-113.97
25.46,-113.92
25.46,-113.88
25.46,-113.83
25.46,-113.78
25.46,-113.74
25.46,-113.7
25.46,-113.65
25.46,-113.61
25.46,-113.56
25.46,-113.52
25.46,-113.47
25.46,-113.42
25.46,-113.38
25.46,-113.34
25.46,-113.29
25.46,-113.25
25.46,-113.2
25.46,-113.16
25.46,-113.11
25.46,-113.06
25.46,-113.02
25.46,-112.98
25.46,-112.93
25.46,-112.89
25.46,-112.84
25.46,-112.8
25.46,-112.75
25.46,-112.7
25.46,-112.66
25.46,-112.62
25.46,-112.57
25.46,-112.53
25.46,-112.48
25.46,-112.44
25.46,-112.39
25.46,-112.34
25.46,-112.3
25.46,-112.26
25.46,-112.21
25.46,-112.17
25.46,-112.12
25.46,-112.08
25.46,-112.03
25.46,-111.98
25.46,-111.94
25.46,-111.9
25.46,-111.85
25.46,-111.81
25.46,-111.76
25.46,-111.72
25.46,-111.67
25.46,-111.62
25.46,-111.58
25.46,-111.53
25.46,-111.49
25.46,-111.45
25.46,-111.4
25.46,-111.36
25.46,-111.31
25.46,-111.27
25.46,-111.22
25.46,-111.17
25.46,-111.13
25.46,-111.09
25.46,-111.04
25.46,-111.0
25.46,-110.95
25.46,-110.91
25.46,-110.86
25.46,-110.81
25.46,-110.77
25.46,-110.73
25.46,-110.68
25.46,-110.64
25.46,-110.59
25.46,-110.55
25.46,-110.5
25.46,-110.45
25.46,-110.41
25.46,-110.37
25.46,-110.32
25.46,-110.28
25.46,-110.23
25.46,-110.19
25.46,-110.14
25.46,-110.09
25.46,-110.05
25.46,-110.01
25.46,-109.96
25.46,-109.92
25.46,-109.87
25.46,-109.83
25.46,-109.78
25.46,-109.73
25.46,-109.69
25.46,-109.65
25.46,-109.6
25.46,-109.56
25.46,-109.51
25.46,-109.47
25.46,-109.42
25.46,-109.38
25.46,-109.33
25.46,-109.28
25.46,-109.24
25.46,-109.2
25.46,-109.15
25.46,-109.11
25.46,-109.06
25.46,-109.02
25.46,-108.97
25.46,-108.93
25.46,-108.88
25.46,-108.84
25.46,-108.79
25.46,-108.75
25.46,-108.7
25.46,-108.66
25.46,-108.61
25.46,-108.56
25.46,-108.52
25.46,-108.48
25.46,-108.43
25.46,-108.39
25.46,-108.34
25.46,-108.3
25.46,-108.25
25.46,-108.2
25.46,-108.16
25.46,-108.12
25.46,-108.07
25.46,-108.03
25.46,-107.98
25.46,-107.94
25.46,-107.89
25.46,-107.84
25.46,-107.8
25.46,-107.76
25.46,-107.71
25.46,-107.67
25.46,-107.62
25.46,-107.58
25.46,-107.53
25.46,-107.48
25.46,-107.44
25.46,-107.4
25.46,-107.35
25.46,-107.31
25.46,-107.26
25.46,-107.22
25.46,-107.17
25.46,-107.12
25.46,-107.08
25.46,-107.03
25.46,-106.99
25.46,-106.95
25.46,-106.9
25.46,-106.86
25.46,-106.81
25.46,-106.77
25.46,-106.72
25.46,-106.68
25.46,-106.63
25.46,-106.59
25.46,-106.54
25.46,-106.5
25.46,-106.45
25.46,-106.41
25.46,-106.36
25.46,-106.31
25.46,-106.27
25.46,-106.23
25.46,-106.18
25.46,-106.14
25.46,-106.09
25.46,-106.05
25.46,-106.0
25.46,-105.95
25.46,-105.91
25.46,-105.87
25.46,-105.82
25.46,-105.78
25.46,-105.73
25.46,-105.69
25.46,-105.64
25.46,-105.59
25.46,-105.55
25.46,-105.51
25.46,-105.46
25.46,-105.42
25.46,-105.37
25.46,-105.33
25.46,-105.28
25.46,-105.23
25.46,-105.19
25.46,-105.15
25.46,-105.1
25.46,-105.06
25.46,-105.01
25.46,-104.97
25.46,-104.92
25.46,-104.88
25.46,-104.83
25.46,-104.78
25.46,-104.74
25.46,-104.7
25.46,-104.65
25.46,-104.61
25.46,-104.56
25.46,-104.52
25.46,-104.47
25.46,-104.43
25.46,-104.38
25.46,-104.34
25.46,-104.29
25.46,-104.25
25.46,-104.2
25.46,-104.16
25.46,-104.11
